League	GP	G	A	PTS	PGP	PG	PA	PPTS	Proj_PTS/GP	Position	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G	Year	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G	Height	Weight
QMJHL	51	28	21	49	19	6	13	19	AHL [0.4, 0.6)	RW	28	63	3	6	4	2	230	230	3	0	3	2	0	0	0	0	0.0	127	55	43.3	0.96	1.24	2008-09	18	32	1	4	1	0	77	77	0	0	0	0	0	0	0	0	0.0	39	11	28.2	1.0	1.68	172.5	170
QMJHL	59	13	48	61	20	3	16	19	Not_In_NHL_AHL	C	23	76	6	32	0	0	126	126	1	0	1	2	0	0	0	0	0.0	802	363	45.3	1.03	1.29	2008-09	3	34	1	12	0	0	50	50	1	0	0	0	0	0	0	0	0.0	257	111	43.2	0.95	1.7	180.0	170
WHL	72	25	32	57	4	0	1	1	Other	C	-3	41	6	9	0	0	0	0	1	0	6	2	2	0	2	0	0.0	0	0	0.0	0.79	0.57	2008-09	-2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	1.5	185.0	194
OHL	68	19	46	65	11	4	9	13	Not_In_NHL_AHL	C	7	121	6	19	3	1	0	0	2	1	4	2	4	1	4	1	25.0	0	0	0.0	0.96	1.78	2008-09	4	23	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.18	2.09	187.5	209
WHL	71	12	9	21	22	3	3	6	Not_In_NHL_AHL	LW	-4	77	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	0.3	1.08	2008-09	4	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.27	0.45	177.5	190
OHL	68	34	26	60	7	7	2	9	AHL [0.2, 0.4)	LW	21	48	11	8	2	0	0	0	4	0	2	5	4	2	4	1	50.0	0	0	0.0	0.88	0.71	2008-09	3	14	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.29	2.0	187.5	208
OHL	66	35	38	73	20	6	10	16	AHL [0.6, 0.8)	C	6	61	15	14	3	1	0	0	4	0	4	2	3	0	3	0	0.0	0	0	0.0	1.11	0.92	2008-09	13	26	3	3	1	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	0.8	1.3	177.5	191
OHL	61	16	18	34	20	10	11	21	Other	LW	27	12	0	0	5	1	0	0	1	0	2	2	1	0	1	0	0.0	0	0	0.0	0.56	0.2	2008-09	14	12	0	1	0	0	0	0	3	2	1	1	0	0	0	0	0.0	0	0	0.0	1.05	0.6	177.5	180
QMJHL	53	3	1	4	1	0	0	0	Other	LW	0	111	1	0	0	0	30	30	0	0	1	0	0	0	0	0	0.0	2	1	50.0	0.08	2.09	2008-09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	5.0	190.0	197
WHL	71	23	36	59	12	3	7	10	Not_In_NHL_AHL	LW	31	57	8	10	1	2	0	0	3	0	7	4	3	1	3	0	33.3	0	0	0.0	0.83	0.8	2008-09	2	6	2	1	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.83	0.5	180.0	180
QMJHL	63	28	16	44	21	10	3	13	Not_In_NHL_AHL	RW	22	66	2	1	3	1	178	178	6	0	2	5	0	0	0	0	0.0	100	39	39.0	0.7	1.05	2008-09	6	23	1	0	2	0	72	72	1	0	3	0	0	0	0	0	0.0	96	53	55.2	0.62	1.1	185.0	195
OHL	59	9	3	12	10	0	0	0	Not_In_NHL_AHL	RW	1	135	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.2	2.29	2008-09	-1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	2.5	185.0	225
WHL	71	22	35	57	7	1	1	2	Not_In_NHL_AHL	C	31	41	4	7	3	3	0	0	3	0	0	4	0	0	0	0	0.0	0	0	0.0	0.8	0.58	2008-09	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.29	0.29	180.0	204
QMJHL	68	39	41	80	5	2	0	2	Not_In_NHL_AHL	LW	32	49	13	7	0	0	222	222	3	0	1	3	0	0	0	0	0.0	20	11	55.0	1.18	0.72	2008-09	-5	0	1	0	0	0	12	12	0	0	0	0	0	0	0	0	0.0	1	0	0.0	0.4	0.0	182.5	213
QMJHL	67	11	32	43	17	6	2	8	Not_In_NHL_AHL	C	14	24	0	10	0	0	130	130	2	0	2	2	0	0	0	0	0.0	730	394	54.0	0.64	0.36	2008-09	2	11	1	0	0	0	32	32	0	0	1	0	0	0	0	0	0.0	78	40	51.3	0.47	0.65	185.0	186
OHL	66	32	32	64	0	0	0	0	AHL [0.2, 0.4)	C	-5	83	12	7	0	2	0	0	4	1	4	1	3	0	3	0	0.0	0	0	0.0	0.97	1.26	2008-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	189
WHL	61	31	13	44	0	0	0	0	Other	LW	-24	12	11	4	3	0	0	0	2	0	2	1	7	4	7	2	57.1	0	0	0.0	0.72	0.2	2008-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	195
WHL	49	17	19	36	0	0	0	0	Not_In_NHL_AHL	RW	2	23	8	5	0	0	0	0	3	0	3	1	4	1	4	0	25.0	0	0	0.0	0.73	0.47	2008-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	199
OHL	44	4	12	16	0	0	0	0	Not_In_NHL_AHL	C	6	10	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.36	0.23	2008-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	164
WHL	71	10	5	15	0	0	0	0	Other	RW	-15	140	1	0	1	1	0	0	1	0	2	2	0	0	0	0	0.0	0	0	0.0	0.21	1.97	2008-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	175.0	180
OHL	73	24	13	37	0	0	0	0	AHL [0.2, 0.4)	RW	-12	99	11	2	0	0	0	0	3	0	3	1	0	0	0	0	0.0	0	0	0.0	0.51	1.36	2008-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	191
OHL	57	40	66	106	19	17	18	35	NHL [0.6, 0.8)	LW	46	56	14	32	4	1	0	0	2	0	4	4	6	2	6	2	33.3	0	0	0.0	1.86	0.98	2009-10	16	32	7	5	0	0	0	0	3	1	3	3	0	0	0	0	0.0	0	0	0.0	1.84	1.68	182.5	194
OHL	63	48	58	106	9	5	5	10	NHL [1.0, ...]	C	17	54	13	30	0	0	0	0	7	1	9	5	4	1	4	0	25.0	0	0	0.0	1.68	0.86	2009-10	-5	8	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0	0	0.0	1.11	0.89	182.5	182
WHL	71	25	44	69	13	6	12	18	NHL [0.8, 1.0)	C	17	53	9	14	1	1	0	0	4	1	3	4	1	0	1	0	0.0	0	0	0.0	0.97	0.75	2009-10	3	18	1	4	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.38	1.38	185.0	192
WHL	65	36	24	60	13	8	8	16	NHL [0.4, 0.6)	LW	11	68	11	9	0	0	0	0	6	2	9	4	1	0	1	0	0.0	0	0	0.0	0.92	1.05	2009-10	1	16	2	2	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.23	1.23	185.0	205
OHL	64	50	40	90	20	20	13	33	NHL [0.4, 0.6)	C	7	72	21	23	1	1	0	0	9	2	9	7	4	1	4	0	25.0	0	0	0.0	1.41	1.13	2009-10	3	14	9	5	0	2	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	1.65	0.7	175.0	193
OHL	62	22	43	65	17	8	8	16	Not_In_NHL_AHL	C	32	49	4	20	3	3	0	0	5	0	1	3	2	0	2	0	0.0	0	0	0.0	1.05	0.79	2009-10	11	22	3	2	0	0	0	0	0	0	3	0	0	0	0	0	0.0	0	0	0.0	0.94	1.29	182.5	180
OHL	52	20	34	54	4	2	0	2	AHL [0.4, 0.6)	C	16	22	8	8	0	0	0	0	0	0	2	3	0	0	0	0	0.0	0	0	0.0	1.04	0.42	2009-10	-4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	0.5	187.5	185
WHL	65	28	37	65	2	0	2	2	AHL [0.4, 0.6)	LW	14	44	5	12	2	0	0	0	5	0	3	1	5	2	5	0	40.0	0	0	0.0	1.0	0.68	2009-10	-6	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.0	185.0	182
WHL	72	37	28	65	12	7	3	10	NHL [0.2, 0.4)	C	8	26	13	4	5	2	0	0	5	0	5	1	0	0	0	0	0.0	0	0	0.0	0.9	0.36	2009-10	1	0	0	1	0	0	0	0	1	1	5	0	0	0	0	0	0.0	0	0	0.0	0.83	0.0	180.0	190
OHL	63	36	21	57	12	10	7	17	AHL [0.0, 0.2)	RW	16	39	8	10	1	0	0	0	7	1	4	2	7	2	7	0	28.6	0	0	0.0	0.9	0.62	2009-10	6	12	2	3	0	0	0	0	0	0	3	2	0	0	0	0	0.0	0	0	0.0	1.42	1.0	177.5	186
OHL	62	21	23	44	12	3	3	6	AHL [0.2, 0.4)	LW	20	129	4	1	0	0	0	0	1	0	3	1	0	0	0	0	0.0	0	0	0.0	0.71	2.08	2009-10	-7	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	2.25	185.0	203
OHL	60	29	33	62	16	8	6	14	NHL [0.2, 0.4)	LW	27	35	10	14	0	0	0	0	4	0	4	3	2	0	2	0	0.0	0	0	0.0	1.03	0.58	2009-10	-1	20	4	2	0	0	0	0	2	0	1	2	0	0	0	0	0.0	0	0	0.0	0.88	1.25	180.0	211
WHL	71	27	41	68	13	2	7	9	AHL [0.2, 0.4)	LW	22	203	4	11	0	0	0	0	2	0	4	4	0	0	0	0	0.0	0	0	0.0	0.96	2.86	2009-10	-2	36	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.69	2.77	180.0	175
OHL	47	19	35	54	3	0	1	1	AHL [0.6, 0.8)	C	-5	12	4	13	2	0	0	0	3	0	3	2	6	4	6	3	66.7	0	0	0.0	1.15	0.26	2009-10	-1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.67	175.0	172
OHL	65	37	42	79	12	7	6	13	NHL [0.6, 0.8)	RW	25	54	10	12	0	0	0	0	7	0	2	4	3	1	3	0	33.3	0	0	0.0	1.22	0.83	2009-10	-2	10	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	1.08	0.83	182.5	183
WHL	26	7	9	16	5	2	1	3	AHL [0.4, 0.6)	LW	9	6	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.62	0.23	2009-10	4	6	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.6	1.2	185.0	206
QMJHL	62	28	36	64	12	5	9	14	AHL [0.2, 0.4)	RW	-4	54	13	14	0	1	166	166	4	0	4	2	6	4	6	1	66.7	19	7	36.8	1.03	0.87	2009-10	3	10	1	2	0	0	20	20	1	0	1	0	0	0	0	0	0.0	2	0	0.0	1.17	0.83	182.5	185
OHL	61	19	41	60	12	4	5	9	AHL [0.4, 0.6)	C	2	37	6	11	0	2	0	0	1	0	2	2	4	0	4	0	0.0	0	0	0.0	0.98	0.61	2009-10	-2	6	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.75	0.5	187.5	183
OHL	67	37	48	85	4	2	1	3	AHL [0.6, 0.8)	C	18	32	16	13	2	3	0	0	6	0	7	3	7	1	7	0	14.3	0	0	0.0	1.27	0.48	2009-10	-4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	0.0	180.0	191
WHL	72	21	30	51	6	1	1	2	AHL [0.4, 0.6)	C	12	38	3	5	1	0	0	0	3	1	3	3	7	3	7	1	42.9	0	0	0.0	0.71	0.53	2009-10	-2	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.33	1.0	182.5	180
QMJHL	22	10	13	23	1	0	0	0	Not_In_NHL_AHL	LW	4	34	7	7	0	0	64	64	3	0	1	1	1	0	1	0	0.0	5	1	20.0	1.05	1.55	2009-10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	2.0	185.0	176
QMJHL	58	24	38	62	6	2	2	4	NHL [0.0, 0.2)	C	1	37	8	17	1	0	221	221	0	0	3	2	2	0	2	0	0.0	256	151	59.0	1.07	0.64	2009-10	0	6	0	1	0	0	29	29	0	0	0	0	0	0	0	0	0.0	97	50	51.5	0.67	1.0	177.5	179
QMJHL	63	13	34	47	12	6	3	9	Other	C	0	54	5	15	1	2	114	114	2	0	0	0	2	0	2	0	0.0	120	45	37.5	0.75	0.86	2009-10	5	4	1	0	0	0	14	14	0	0	3	0	0	0	0	0	0.0	19	6	31.6	0.75	0.33	187.5	185
QMJHL	66	15	18	33	7	1	1	2	AHL [0.2, 0.4)	C	-5	69	5	3	0	0	173	173	2	0	5	0	3	0	3	0	0.0	1041	553	53.1	0.5	1.05	2009-10	0	6	1	0	0	1	21	21	0	0	0	0	0	0	0	0	0.0	160	87	54.4	0.29	0.86	187.5	186
QMJHL	68	28	27	55	4	0	1	1	AHL [0.4, 0.6)	C	-12	60	10	6	0	0	166	166	4	0	3	3	2	0	2	0	0.0	1343	686	51.1	0.81	0.88	2009-10	-3	2	0	1	0	0	5	5	0	0	0	0	0	0	0	0	0.0	105	55	52.4	0.25	0.5	185.0	194
WHL	72	37	60	97	16	12	12	24	NHL [0.0, 0.2)	C	6	42	13	35	2	2	0	0	7	2	8	5	7	3	7	2	42.9	0	0	0.0	1.35	0.58	2009-10	5	12	2	8	1	0	0	0	0	0	1	2	0	0	0	0	0.0	0	0	0.0	1.5	0.75	175.0	185
OHL	51	26	18	44	6	1	1	2	Not_In_NHL_AHL	C	2	20	7	7	1	0	0	0	1	0	6	5	0	0	0	0	0.0	0	0	0.0	0.86	0.39	2009-10	-5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	1.0	185.0	195
OHL	67	39	40	79	18	5	10	15	AHL [0.6, 0.8)	RW	19	43	11	13	0	0	0	0	10	1	8	3	1	0	1	0	0.0	0	0	0.0	1.18	0.64	2009-10	0	10	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0.0	0	0	0.0	0.83	0.56	177.5	194
QMJHL	50	27	35	62	10	2	5	7	NHL [0.0, 0.2)	LW	15	50	10	10	0	0	149	149	8	0	7	2	3	1	3	0	33.3	11	5	45.5	1.24	1.0	2009-10	-1	12	1	2	0	0	21	21	1	0	0	0	0	0	0	0	0.0	4	3	75.0	0.7	1.2	185.0	205
OHL	65	15	19	34	16	2	2	4	AHL [0.2, 0.4)	C	2	157	8	7	0	0	0	0	0	0	5	4	0	0	0	0	0.0	0	0	0.0	0.52	2.42	2009-10	-4	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	2.75	185.0	205
OHL	64	25	30	55	5	1	1	2	AHL [0.6, 0.8)	LW	6	12	4	12	1	0	0	0	6	0	3	1	6	1	6	1	16.7	0	0	0.0	0.86	0.19	2009-10	-5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	1.2	182.5	187
WHL	61	27	30	57	13	6	4	10	Not_In_NHL_AHL	RW	17	103	4	8	1	1	0	0	1	0	3	6	2	2	2	2	100.0	0	0	0.0	0.93	1.69	2009-10	-4	17	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.77	1.31	182.5	174
OHL	43	3	5	8	16	4	1	5	Other	RW	-11	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.19	1.28	2009-10	-2	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.31	0.63	185.0	193
OHL	66	21	21	42	8	2	2	4	AHL [0.4, 0.6)	C	0	96	5	6	0	1	0	0	3	0	4	4	5	0	5	0	0.0	0	0	0.0	0.64	1.45	2009-10	1	8	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	1.0	180.0	188
OHL	66	15	11	26	7	2	0	2	Not_In_NHL_AHL	LW	-5	31	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.39	0.47	2009-10	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.29	0.57	185.0	173
OHL	60	23	37	60	5	1	6	7	AHL [0.4, 0.6)	C	18	94	5	15	0	0	0	0	4	3	6	3	3	0	3	0	0.0	0	0	0.0	1.0	1.57	2009-10	-5	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.4	1.6	172.5	186
QMJHL	44	5	7	12	6	0	0	0	Other	LW	-8	43	1	1	0	0	69	69	1	0	0	0	0	0	0	0	0.0	28	12	42.9	0.27	0.98	2009-10	-3	6	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0.0	2	1	50.0	0.0	1.0	192.5	195
WHL	39	11	17	28	15	1	3	4	NHL [0.8, 1.0)	RW	13	25	2	3	0	0	0	0	3	0	0	2	0	0	0	0	0.0	0	0	0.0	0.72	0.64	2009-10	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	0.27	185.0	188
WHL	71	18	30	48	10	0	5	5	Not_In_NHL_AHL	C	19	55	2	7	0	1	0	0	3	0	3	2	1	0	1	0	0.0	0	0	0.0	0.68	0.77	2009-10	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.6	185.0	174
WHL	65	6	6	12	5	0	0	0	Other	RW	-6	163	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	0.18	2.51	2009-10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	2.2	190.0	217
WHL	66	14	16	30	13	2	1	3	Other	LW	12	157	0	1	0	0	0	0	4	0	1	1	0	0	0	0	0.0	0	0	0.0	0.45	2.38	2009-10	1	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.23	1.85	190.0	210
WHL	72	29	36	65	4	2	3	5	AHL [0.6, 0.8)	LW	2	83	10	8	2	0	0	0	2	0	5	0	2	0	2	0	0.0	0	0	0.0	0.9	1.15	2009-10	-2	4	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.25	1.0	175.0	182
WHL	16	10	9	19	0	0	0	0	NHL [0.2, 0.4)	RW	-3	8	3	2	2	0	0	0	1	0	2	1	1	0	1	0	0.0	0	0	0.0	1.19	0.5	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	181
OHL	36	16	24	40	0	0	0	0	AHL [0.6, 0.8)	C	10	26	5	8	2	2	0	0	2	1	2	1	3	2	3	0	66.7	0	0	0.0	1.11	0.72	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	175.0	170
OHL	64	41	25	66	0	0	0	0	AHL [0.4, 0.6)	RW	-10	27	16	11	4	0	0	0	4	2	7	2	9	5	9	0	55.6	0	0	0.0	1.03	0.42	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	172.5	166
WHL	72	35	67	102	0	0	0	0	AHL [0.8, 1.0)	C	3	54	15	34	0	0	0	0	2	0	8	5	7	3	7	1	42.9	0	0	0.0	1.42	0.75	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	175.0	166
OHL	68	23	40	63	0	0	0	0	Not_In_NHL_AHL	C	-18	32	5	14	1	2	0	0	3	0	7	1	4	1	4	1	25.0	0	0	0.0	0.93	0.47	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	205
OHL	63	25	30	55	0	0	0	0	AHL [0.2, 0.4)	C	-10	97	4	3	0	0	0	0	6	1	5	1	3	0	3	0	0.0	0	0	0.0	0.87	1.54	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	203
OHL	46	17	18	35	0	0	0	0	Not_In_NHL_AHL	LW	-11	101	6	3	0	0	0	0	1	1	2	1	1	0	1	0	0.0	0	0	0.0	0.76	2.2	2009-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	205
OHL	53	36	30	66	7	6	4	10	NHL [0.6, 0.8)	RW	27	61	11	7	1	0	0	0	3	1	6	4	2	1	2	0	50.0	0	0	0.0	1.25	1.15	2010-11	1	4	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.43	0.57	182.5	204
OHL	65	33	73	106	14	6	6	12	NHL [0.2, 0.4)	C	28	82	9	31	2	0	0	0	5	1	7	5	8	4	8	2	50.0	0	0	0.0	1.63	1.26	2010-11	-4	19	1	5	0	0	0	0	2	0	3	0	0	0	0	0	0.0	0	0	0.0	0.86	1.36	180.0	177
QMJHL	58	36	60	96	10	6	5	11	NHL [0.6, 0.8)	C	55	36	9	24	4	4	223	138	3	2	6	6	6	1	6	0	16.7	1430	778	54.4	1.66	0.62	2010-11	3	14	1	1	0	0	38	26	1	0	1	2	0	0	0	0	0.0	235	112	47.7	1.1	1.4	187.5	197
QMJHL	64	23	44	67	9	5	10	15	NHL [0.2, 0.4)	C	17	59	5	6	4	4	158	85	3	0	0	2	4	0	4	0	0.0	682	304	44.6	1.05	0.92	2010-11	4	6	2	1	0	0	20	16	1	0	2	1	0	0	0	0	0.0	223	108	48.4	1.67	0.67	180.0	181
OHL	61	29	29	58	10	7	4	11	AHL [0.4, 0.6)	RW	14	42	6	16	0	0	0	0	5	1	2	6	7	2	7	1	28.6	0	0	0.0	0.95	0.69	2010-11	2	2	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.1	0.2	185.0	202
WHL	67	28	51	79	21	9	13	22	AHL [0.6, 0.8)	RW	20	55	6	15	0	0	0	0	4	0	2	4	5	1	5	1	20.0	0	0	0.0	1.18	0.82	2010-11	11	22	1	1	0	0	0	0	1	1	2	1	0	0	0	0	0.0	0	0	0.0	1.05	1.05	177.5	165
OHL	63	25	41	66	10	7	5	12	NHL [0.6, 0.8)	C	10	57	4	14	2	1	0	0	5	1	2	2	1	0	1	0	0.0	0	0	0.0	1.05	0.9	2010-11	1	14	3	2	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.2	1.4	182.5	196
OHL	59	27	28	55	12	3	9	12	NHL [0.6, 0.8)	LW	8	47	12	6	2	6	0	0	2	0	5	3	1	0	1	0	0.0	0	0	0.0	0.93	0.8	2010-11	1	10	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.83	182.5	203
OHL	66	27	27	54	10	5	4	9	AHL [0.4, 0.6)	LW	8	66	7	7	2	1	0	0	3	0	1	1	2	0	2	0	0.0	0	0	0.0	0.82	1.0	2010-11	-1	6	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.9	0.6	182.5	200
OHL	59	25	63	88	3	1	0	1	NHL [0.2, 0.4)	LW	43	18	3	20	1	1	0	0	6	1	0	1	5	1	5	1	20.0	0	0	0.0	1.49	0.31	2010-11	-6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.33	0.0	175.0	181
OHL	68	26	36	62	12	6	5	11	NHL [0.6, 0.8)	C	14	60	8	14	5	3	0	0	5	0	4	6	5	3	5	0	60.0	0	0	0.0	0.91	0.88	2010-11	-1	4	1	2	0	0	0	0	3	0	0	1	0	0	0	0	0.0	0	0	0.0	0.92	0.33	175.0	178
OHL	59	12	20	32	14	2	2	4	AHL [0.2, 0.4)	C	22	101	1	1	1	0	0	0	1	0	0	3	1	0	1	0	0.0	0	0	0.0	0.54	1.71	2010-11	5	6	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.29	0.43	180.0	190
QMJHL	68	26	20	46	4	0	1	1	NHL [0.0, 0.2)	RW	-18	37	9	11	4	2	190	99	1	1	4	0	5	0	5	0	0.0	94	45	47.9	0.68	0.54	2010-11	-5	4	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0.0	12	5	41.7	0.25	1.0	187.5	193
OHL	66	33	42	75	10	3	8	11	NHL [0.0, 0.2)	LW	34	109	5	9	4	3	0	0	2	0	3	3	6	2	6	1	33.3	0	0	0.0	1.14	1.65	2010-11	3	16	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.1	1.6	182.5	198
OHL	64	8	9	17	12	0	1	1	AHL [0.2, 0.4)	LW	-9	132	1	1	1	0	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	0.27	2.06	2010-11	-4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.08	2.08	180.0	194
OHL	68	47	25	72	12	8	7	15	Not_In_NHL_AHL	LW	24	62	14	10	5	0	0	0	6	0	7	5	2	1	2	0	50.0	0	0	0.0	1.06	0.91	2010-11	-2	8	5	2	0	0	0	0	2	1	0	0	0	0	0	0	0.0	0	0	0.0	1.25	0.67	182.5	202
QMJHL	67	32	47	79	24	13	16	29	NHL [0.4, 0.6)	C	23	22	12	19	1	1	187	139	6	0	5	3	6	1	6	0	16.7	1431	800	55.9	1.18	0.33	2010-11	9	20	3	5	1	0	77	44	5	1	4	2	0	0	0	0	0.0	651	342	52.5	1.21	0.83	172.5	163
QMJHL	68	19	29	48	12	2	5	7	AHL [0.2, 0.4)	LW	-9	40	10	8	0	0	165	87	3	0	3	3	3	1	3	1	33.3	15	7	46.7	0.71	0.59	2010-11	1	14	0	1	0	0	33	17	0	0	0	0	0	0	0	0	0.0	2	0	0.0	0.58	1.17	185.0	190
WHL	68	27	48	75	4	1	0	1	Not_In_NHL_AHL	C	28	48	9	14	0	0	0	0	4	0	3	2	5	1	5	1	20.0	0	0	0.0	1.1	0.71	2010-11	-4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	2.25	175.0	177
QMJHL	65	20	33	53	4	1	2	3	Not_In_NHL_AHL	LW	-7	25	5	10	1	0	121	81	2	0	2	1	8	2	8	2	25.0	525	229	43.6	0.82	0.38	2010-11	-3	4	0	1	0	0	8	4	0	0	0	0	0	0	0	0	0.0	65	30	46.2	0.75	1.0	177.5	176
